"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"chemical_shift"	"multiplicity"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"ADG10003u_007"	"ADG10003u_008"	"ADG10003u_009"	"ADG10003u_010"	"ADG10003u_015"	"ADG10003u_016"	"ADG10003u_017"	"ADG10003u_021"	"ADG10003u_022"	"ADG10003u_023"	"ADG10003u_051"	"ADG10003u_052"	"ADG10003u_053"	"ADG10003u_066"	"ADG10003u_067"	"ADG10003u_071"	"ADG10003u_072"	"ADG10003u_073"	"ADG10003u_087"	"ADG10003u_088"	"ADG10003u_089"	"ADG10003u_097"	"ADG10003u_098"	"ADG10003u_112"	"ADG10003u_113"	"ADG10003u_114"	"ADG10003u_115"	"ADG10003u_116"	"ADG10003u_117"	"ADG10003u_118"	"ADG10003u_120"	"ADG10003u_151"	"ADG10003u_152"	"ADG10003u_153"	"ADG10003u_155"	"ADG10003u_156"	"ADG10003u_160"	"ADG10003u_161"	"ADG10003u_162"	"ADG10003u_166"	"ADG10003u_167"	"ADG10003u_168"	"ADG10003u_177"	"ADG10003u_178"	"ADG10003u_179"	"ADG10003u_185"	"ADG10003u_186"	"ADG10003u_187"	"ADG19007u_011"	"ADG19007u_012"	"ADG19007u_013"	"ADG19007u_014"	"ADG19007u_015"	"ADG19007u_016"	"ADG19007u_017"	"ADG19007u_071"	"ADG19007u_072"	"ADG19007u_073"	"ADG19007u_074"	"ADG19007u_075"	"ADG19007u_076"	"ADG19007u_077"	"ADG19007u_091"	"ADG19007u_092"	"ADG19007u_093"	"ADG19007u_094"	"ADG19007u_095"	"ADG19007u_096"	"ADG19007u_097"	"ADG19007u_161"	"ADG19007u_162"	"ADG19007u_163"	"ADG19007u_164"	"ADG19007u_165"	"ADG19007u_166"	"ADG19007u_167"	"ADG19007u_191"	"ADG19007u_192"	"ADG19007u_193"	"ADG19007u_194"	"ADG19007u_195"	"ADG19007u_196"	"ADG19007u_197"	"ADG19007u_241"	"ADG19007u_242"	"ADG19007u_243"	"ADG19007u_244"	"ADG19007u_245"	"ADG19007u_246"	"ADG19007u_247"	"ADG19007u_281"	"ADG19007u_282"	"ADG19007u_283"	"ADG19007u_284"	"ADG19007u_285"	"ADG19007u_286"	"ADG19007u_287"	"ADG19007u_301"	"ADG19007u_302"	"ADG19007u_303"	"ADG19007u_304"	"ADG19007u_305"	"ADG19007u_306"	"ADG19007u_307"	"ADG19007u_351"	"ADG19007u_352"	"ADG19007u_353"	"ADG19007u_354"	"ADG19007u_355"	"ADG19007u_356"	"ADG19007u_357"	"ADG19007u_401"	"ADG19007u_402"	"ADG19007u_403"	"ADG19007u_404"	"ADG19007u_405"	"ADG19007u_406"	"ADG19007u_407"	"ADG19007u_431"	"ADG19007u_432"	"ADG19007u_433"	"ADG19007u_434"	"ADG19007u_435"	"ADG19007u_436"	"ADG19007u_437"	"ADG19007u_471"	"ADG19007u_472"	"ADG19007u_473"	"ADG19007u_474"	"ADG19007u_475"	"ADG19007u_476"	"ADG19007u_477"
""	""	""	""	""	"[0.48 .. 0.51]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0.0050137"	"0.0048543"	"0"	"0.018682"	"0"	"0"	"2.75E-4"	"0"	"0.0034423"	"0"	"0"	"6.89E-4"	"0"	"6.3E-4"	"0"	"0"	"6.4E-4"	"0"	"0"	"2.05E-4"	"0"	"0.002016"	"0"	"0"	"0.0029778"	"0.0054619"	"0.0014278"	"0"	"0.0030189"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"7.43E-4"	"5.02E-4"	"0"	"0"	"0.0025322"	"0"	"0"	"0.0040213"	"0"	"0.0023356"	"0.0035309"	"0"	"0"	"0.0032097"	"0"	"5.03E-4"	"0"	"0"	"0.0055914"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2.29E-4"	"0.0014357"	"0"	"0"	"0"	"0"	"0"	"0.0016299"	"0.0024087"	"0.0060668"	"0"	"0"	"0"	"0.0026052"	"0"	"0"	"0"	"0.002794"	"0"	"0.0033542"	"0"	"8.35E-4"	"0.0018679"	"0"	"0"	"0"	"0"	"0"	"0.0020"	"0.0010055"	"0"	"0.0012787"	"0.0012664"	"0"	"0.0020445"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0084957"	"0"	"0"	"0"	"0.0067555"	"0"	"0"	"0"	"0"	"0"	"0"	"0.001281"	"0.0011063"	"0"	"0"	"0"	"0"	"0"	"6.98E-4"	"0.0011849"	"0"	"0"	"0.0021215"
""	""	""	""	""	"[0.51 .. 0.53]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"8.49E-5"	"5.3E-4"	"0"	"0"	"0.0032932"	"0.0068604"	"0"	"0.016863"	"0"	"0"	"2.18E-4"	"0"	"0.0014825"	"0"	"0.0013797"	"0"	"0"	"5.23E-4"	"0"	"0"	"0.0018986"	"2.84E-4"	"0"	"0"	"2.96E-4"	"0.0022092"	"0"	"0"	"0.0026525"	"0.0072247"	"0.003512"	"0"	"0.0010754"	"0"	"0"	"0"	"0"	"0"	"0"	"1.34E-5"	"0"	"2.38E-4"	"0.0012024"	"0"	"0.00201"	"0"	"0"	"0.0018272"	"0"	"0.002788"	"0.0032953"	"0"	"0"	"0.0011433"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0017615"	"0"	"0"	"0"	"0"	"0"	"5.81E-4"	"0"	"0.0019459"	"0"	"0"	"0"	"0"	"0"	"0.0039516"	"1.06E-4"	"0.0060473"	"0"	"0"	"0"	"3.63E-4"	"0"	"0"	"0"	"0.0034067"	"0"	"0.0032091"	"0"	"0.0022807"	"0.0021469"	"0"	"0"	"0"	"0"	"0"	"0.0011476"	"0.0021081"	"0"	"0.002548"	"0.0029307"	"0"	"0.003078"	"0"	"0"	"0"	"0.0013402"	"0"	"0"	"0"	"0.0081912"	"0"	"0"	"0"	"0.003871"	"1.86E-4"	"0"	"0"	"0"	"4.41E-4"	"9.34E-4"	"0"	"0.0024646"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0030931"	"0"	"9.37E-5"	"0.002797"
""	""	""	""	""	"[0.53 .. 0.59]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.022209"	"0.021058"	"0.015826"	"0"	"0.041242"	"0.034031"	"0.009777"	"0.071134"	"0.0064477"	"0"	"0.032302"	"0.015192"	"0.023226"	"0.023511"	"0.025797"	"0.018566"	"0.0092421"	"0.011788"	"0.014038"	"0.013728"	"0.020784"	"0.015757"	"0.0043214"	"0.01781"	"0.032759"	"0.021673"	"0.032215"	"0.021717"	"0.038794"	"0.052651"	"0.030248"	"0.018559"	"0.029466"	"0"	"0.0038326"	"0.01978"	"0.019868"	"0.018876"	"0.010744"	"0.022729"	"0.026887"	"0.020689"	"0.021202"	"0.010076"	"0.03185"	"0.030654"	"0.022685"	"0.039376"	"0.013947"	"0.027159"	"0.017276"	"0"	"0"	"0.011508"	"0.018419"	"0.020734"	"0"	"0"	"0.0039683"	"0"	"0.028398"	"0.0096321"	"0"	"0"	"0.0018786"	"0.003336"	"0.027858"	"0.022529"	"0.048221"	"0.0056951"	"0.023179"	"0.015794"	"0.012287"	"0.0075394"	"0.016439"	"0.027944"	"0.028346"	"0.003058"	"0.011775"	"0.018417"	"0.022396"	"0.0067115"	"0.002583"	"0.01467"	"0.026218"	"0.0085396"	"0.02943"	"0.018435"	"0.024046"	"0.026033"	"0.016666"	"0.02194"	"0.014009"	"0.0074007"	"0.0167"	"0.016184"	"0.026791"	"0.0015527"	"0.017678"	"0.010975"	"0"	"0.018505"	"0.010395"	"0.017018"	"0"	"0.0094776"	"0"	"0.0055774"	"0.0023389"	"0.030728"	"0.013082"	"0.010182"	"0.015372"	"0.027793"	"0.015621"	"0.010721"	"0"	"0.013642"	"0.012069"	"0.019485"	"0.019954"	"0.026337"	"0.023036"	"0.014507"	"0"	"0.0039165"	"0.020658"	"0.01265"	"0.010897"	"0.0045822"	"0.0083493"	"0.027507"
""	""	""	""	""	"[0.59 .. 0.61]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"3.91E-4"	"0.0038066"	"0"	"0"	"0.0043448"	"0.0084706"	"0"	"0.019846"	"0"	"0"	"0.0032496"	"0"	"0.003308"	"0.0040617"	"0.0048988"	"0.0048823"	"8.08E-4"	"0.0023931"	"1.77E-4"	"7.59E-4"	"0.0032317"	"0.0010205"	"0"	"0.0033445"	"0.0042092"	"0.0048788"	"0.0040645"	"4.05E-4"	"0.0066234"	"0.010053"	"0.0050211"	"0.0032289"	"0.016042"	"0"	"0"	"0.002905"	"0.003689"	"0.0029264"	"0"	"0.0022071"	"0.0019032"	"0.0025491"	"0.002264"	"0"	"0.0053194"	"0.0019951"	"0"	"0.0030828"	"0.0029472"	"0.0037484"	"0.005747"	"0"	"0"	"0.0014937"	"0.0038759"	"1.21E-4"	"0"	"0"	"0"	"0"	"0.013096"	"0.0014409"	"0"	"0"	"0"	"0"	"0.0072248"	"0.0037195"	"0.0016804"	"0"	"0"	"0.0029128"	"0.0011597"	"0"	"0.0037322"	"0.0012801"	"0.0083771"	"0"	"0.0013297"	"0.0059145"	"0.0035929"	"0"	"0"	"0.0024263"	"0.0073067"	"0.0033069"	"0.0082736"	"0"	"0.0051883"	"0.0057016"	"9.26E-4"	"0.0027331"	"0.0024447"	"0"	"4.97E-4"	"0.0025213"	"0.0055291"	"0.0022587"	"0.004029"	"0.0026738"	"0"	"0.0058222"	"0.0019506"	"0.0036062"	"0"	"0.0018529"	"0"	"0"	"0"	"0.0093989"	"0"	"0"	"0.0037546"	"0.0060929"	"0.002651"	"0"	"0"	"0"	"0.0038571"	"0.0053526"	"0.0015353"	"0.0035513"	"1.88E-4"	"0.0031856"	"0"	"0"	"0"	"0"	"0.0031353"	"0"	"0"	"0.004568"
""	""	""	""	""	"[0.61 .. 0.63]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.0031309"	"0.0054466"	"0.003443"	"0"	"0.011071"	"0.0092432"	"0.0037929"	"0.028433"	"0"	"0"	"0.0069691"	"0.003177"	"0.0070223"	"3.02E-4"	"0.0088577"	"0.0044417"	"0.0035538"	"0.0068074"	"0.003117"	"0.0037406"	"0.0074381"	"0.0042392"	"7.44E-4"	"0.0043254"	"0.0060571"	"0.0074327"	"0.0070233"	"0.001972"	"0.012347"	"0.014814"	"0.0069041"	"0.0073067"	"0.010989"	"0"	"0.0024311"	"0.0064298"	"0.014771"	"0.0090351"	"0.0042147"	"0.0052319"	"0.0063449"	"0.0059882"	"0.0026173"	"0.0019622"	"0.0069644"	"0.0047945"	"0"	"0.012013"	"0.004784"	"0.0081705"	"0.010357"	"0"	"0"	"0.0051685"	"0.0067925"	"0.0041663"	"0"	"0"	"0"	"0"	"0"	"0.0055942"	"0"	"0"	"5.48E-4"	"0.0071537"	"0.010287"	"0.0081404"	"0.010819"	"0.0014937"	"0"	"0.0036329"	"0.0020581"	"0"	"0.0072131"	"0.0035989"	"0.010946"	"2.24E-4"	"0.0048387"	"0.0064939"	"0.0058937"	"0.0042116"	"0.0029913"	"0.0065275"	"0.011704"	"0.0037318"	"0.012689"	"0.0029303"	"0.012174"	"0.011837"	"0.0068683"	"0.0056217"	"0.0055553"	"0.0049308"	"0.0070095"	"0.0061782"	"0.0094063"	"0.0032233"	"0.0061213"	"0.0050524"	"0"	"0.0078517"	"0.003711"	"0.0058785"	"0.0017653"	"0.0026936"	"0"	"0.0034141"	"0"	"0.012232"	"0.0014982"	"0"	"0"	"0.0097904"	"0.0048305"	"0"	"0"	"2.16E-4"	"0.0060304"	"0.0053048"	"0.0025266"	"0.0092038"	"0.0067193"	"0.0047932"	"0"	"0"	"0.0017768"	"0.0056917"	"0.0048651"	"0.0011924"	"0.0022005"	"0.0070204"
""	""	""	""	""	"[0.63 .. 0.69]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.043279"	"0.052074"	"0.046012"	"0.027295"	"0.060511"	"0.06824"	"0.050485"	"0.07345"	"0.028141"	"0.0041157"	"0.043854"	"0.029146"	"0.02981"	"0.026831"	"0.052853"	"0.025718"	"0.0237"	"0.043356"	"0.034705"	"0.027102"	"0.037423"	"0.029763"	"0.033552"	"0.033515"	"0.045579"	"0.036302"	"0.040355"	"0.037804"	"0.063222"	"0.064237"	"0.035473"	"0.052418"	"0.060461"	"0.0031542"	"0.042205"	"0.036594"	"0.060192"	"0.079656"	"0.070843"	"0.032679"	"0.0411"	"0.037792"	"0.034387"	"0.02714"	"0.040578"	"0.040263"	"0.021606"	"0.052818"	"0.037006"	"0.053209"	"0.053075"	"0.02327"	"0"	"0.045148"	"0.054621"	"0.036532"	"0.018827"	"0.023624"	"0.014116"	"0.012153"	"0.0479"	"0.037419"	"0.011696"	"0"	"0.024179"	"0.029092"	"0.046047"	"0.043409"	"0.056553"	"0.02183"	"0.033776"	"0.042297"	"0.027721"	"0.023136"	"0.04414"	"0.025097"	"0.052965"	"0.023371"	"0.052668"	"0.04055"	"0.036801"	"0.02358"	"0.018014"	"0.034007"	"0.051904"	"0.049115"	"0.058262"	"0.047564"	"0.053277"	"0.042445"	"0.041131"	"0.044032"	"0.044353"	"0.031528"	"0.03659"	"0.038442"	"0.041059"	"0.028359"	"0.040029"	"0.044443"	"0.012309"	"0.04362"	"0.035362"	"0.049487"	"0.022076"	"0.025655"	"0.014212"	"0.025996"	"0.025716"	"0.050733"	"0.026394"	"0.020192"	"0.029054"	"0.041415"	"0.027715"	"0.014915"	"0.0065949"	"0.016974"	"0.039742"	"0.038861"	"0.041647"	"0.045863"	"0.038219"	"0.034596"	"0.010544"	"0.01631"	"0.033638"	"0.024911"	"0.02014"	"0.018386"	"0.02403"	"0.02923"
""	""	""	""	""	"[0.69 .. 0.72]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.021097"	"0.026662"	"0.024377"	"0.019267"	"0.034087"	"0.035393"	"0.025358"	"0.041269"	"0.013353"	"0.005024"	"0.031863"	"0.022071"	"0.022181"	"0.018914"	"0.032545"	"0.022763"	"0.022402"	"0.027032"	"0.025281"	"0.024425"	"0.028638"	"0.019473"	"0.012189"	"0.019463"	"0.029119"	"0.024875"	"0.02455"	"0.026216"	"0.03935"	"0.045151"	"0.029627"	"0.034475"	"0.034076"	"0.0021431"	"0.029797"	"0.029991"	"0.032755"	"0.060911"	"0.041366"	"0.042261"	"0.036955"	"0.034708"	"0.034965"	"0.02601"	"0.028625"	"0.027369"	"0.018819"	"0.031563"	"0.02145"	"0.032323"	"0.030853"	"0.032895"	"0.008592"	"0.034271"	"0.036207"	"0.020767"	"0.015351"	"0.010869"	"0.01581"	"0.012613"	"0.034879"	"0.02392"	"0.0047152"	"0"	"0.012383"	"0.013928"	"0.019059"	"0.022949"	"0.013936"	"0.015035"	"0.014174"	"0.022208"	"0.018727"	"0.016149"	"0.021835"	"0.020977"	"0.034306"	"0.021646"	"0.032764"	"0.025528"	"0.027052"	"0.024231"	"0.025128"	"0.024564"	"0.031254"	"0.026222"	"0.0309"	"0.013396"	"0.027084"	"0.032988"	"0.028806"	"0.031323"	"0.029819"	"0.021482"	"0.025836"	"0.03011"	"0.029603"	"0.021787"	"0.027839"	"0.025671"	"0.014153"	"0.032565"	"0.028318"	"0.03381"	"0.01245"	"0.020639"	"0.0058715"	"0.020412"	"0.021705"	"0.035017"	"0.017478"	"0.018454"	"0.020942"	"0.028548"	"0.026525"	"0.016669"	"0.012217"	"0.014077"	"0.031306"	"0.025794"	"0.027817"	"0.036827"	"0.030835"	"0.029518"	"0.020361"	"0.016116"	"0.0217"	"0.019341"	"0.017241"	"0.013648"	"0.020567"	"0.023523"
""	""	""	""	""	"[0.72 .. 0.77]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.13117"	"0.12116"	"0.15908"	"0.10396"	"0.14779"	"0.11796"	"0.1289"	"0.14716"	"0.10794"	"0.092296"	"0.24055"	"0.22347"	"0.10115"	"0.090426"	"0.13986"	"0.24285"	"0.23396"	"0.35045"	"0.08592"	"0.085199"	"0.11217"	"0.21442"	"0.27435"	"0.1026"	"0.12963"	"0.13141"	"0.10711"	"0.09644"	"0.15491"	"0.14967"	"0.10668"	"0.10703"	"0.12979"	"0.063472"	"0.090489"	"0.080217"	"0.14645"	"0.15672"	"0.15378"	"0.091357"	"0.096812"	"0.1074"	"0.099997"	"0.090402"	"0.1172"	"0.08841"	"0.084493"	"0.13451"	"0.1993"	"0.38632"	"0.29166"	"0.19375"	"0.11916"	"0.11902"	"0.43729"	"0.11732"	"0.094556"	"0.091752"	"0.09882"	"0.10646"	"0.15303"	"0.098723"	"0.077357"	"0.068325"	"0.079634"	"0.090437"	"0.099751"	"0.11145"	"0.16015"	"0.066264"	"0.075094"	"0.095153"	"0.080514"	"0.081723"	"0.087913"	"0.11101"	"0.10943"	"0.096495"	"0.10707"	"0.10403"	"0.10089"	"0.085014"	"0.079739"	"0.091888"	"0.12079"	"0.097105"	"0.083457"	"0.082837"	"0.075286"	"0.13903"	"0.12966"	"0.12695"	"0.12441"	"0.11268"	"0.098584"	"0.11822"	"0.16329"	"0.08023"	"0.096241"	"0.091943"	"0.061435"	"0.10755"	"0.093456"	"0.18475"	"0.060656"	"0.078607"	"0.067293"	"0.072722"	"0.072474"	"0.093536"	"0.115"	"0.089747"	"0.085265"	"0.10873"	"0.073292"	"0.12561"	"0.058079"	"0.18084"	"0.11389"	"0.1133"	"0.10863"	"0.12433"	"0.11362"	"0.10102"	"0.09356"	"0.1466"	"0.16383"	"0.10711"	"0.070506"	"0.11138"	"0.095867"	"0.12012"
""	""	""	""	""	"[0.77 .. 0.79]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.045246"	"0.039315"	"0.04633"	"0.032318"	"0.04449"	"0.040177"	"0.036959"	"0.053639"	"0.031638"	"0.017662"	"0.045889"	"0.039222"	"0.029458"	"0.030389"	"0.045716"	"0.040206"	"0.034185"	"0.036214"	"0.035051"	"0.034815"	"0.039583"	"0.033404"	"0.034882"	"0.039902"	"0.052367"	"0.044144"	"0.051283"	"0.046789"	"0.065378"	"0.068039"	"0.054485"	"0.038669"	"0.046466"	"0.016043"	"0.034192"	"0.043384"	"0.046989"	"0.080703"	"0.063492"	"0.037269"	"0.043525"	"0.038238"	"0.036712"	"0.031906"	"0.040553"	"0.031804"	"0.033406"	"0.042979"	"0.052908"	"0.062743"	"0.053034"	"0.050412"	"0.033335"	"0.037649"	"0.063647"	"0.043343"	"0.041365"	"0.027677"	"0.034172"	"0.033763"	"0.034216"	"0.043743"	"0.027329"	"0.024701"	"0.02544"	"0.029938"	"0.04024"	"0.034131"	"0.039257"	"0.026395"	"0.031594"	"0.040547"	"0.034023"	"0.034411"	"0.037662"	"0.045883"	"0.039785"	"0.039009"	"0.035602"	"0.035914"	"0.039226"	"0.030125"	"0.039261"	"0.035715"	"0.042487"	"0.027833"	"0.031017"	"0.026505"	"0.029499"	"0.043061"	"0.045902"	"0.048838"	"0.045409"	"0.045879"	"0.041706"	"0.040145"	"0.060579"	"0.030262"	"0.037178"	"0.032379"	"0.02266"	"0.038926"	"0.037571"	"0.053143"	"0.02706"	"0.028478"	"0.02119"	"0.033227"	"0.025686"	"0.04033"	"0.040606"	"0.032154"	"0.031777"	"0.037495"	"0.039106"	"0.036193"	"0.016732"	"0.046572"	"0.043702"	"0.049374"	"0.042706"	"0.048928"	"0.050925"	"0.042582"	"0.033231"	"0.037487"	"0.046108"	"0.033526"	"0.028517"	"0.033677"	"0.033772"	"0.043979"
""	""	""	""	""	"[0.79 .. 0.81]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.047356"	"0.03932"	"0.045171"	"0.035615"	"0.044346"	"0.042022"	"0.038655"	"0.055143"	"0.033666"	"0.017958"	"0.044948"	"0.040787"	"0.030403"	"0.035772"	"0.03914"	"0.032691"	"0.032828"	"0.035965"	"0.033236"	"0.034678"	"0.0399"	"0.029157"	"0.030378"	"0.035845"	"0.05317"	"0.044904"	"0.047573"	"0.046538"	"0.06033"	"0.066432"	"0.078732"	"0.041548"	"0.031646"	"0.014798"	"0.036353"	"0.040414"	"0.046552"	"0.081434"	"0.057024"	"0.036676"	"0.038832"	"0.035416"	"0.041255"	"0.034806"	"0.043842"	"0.031764"	"0.031329"	"0.043021"	"0.052041"	"0.064294"	"0.05295"	"0.043515"	"0.027879"	"0.040665"	"0.06687"	"0.045405"	"0.033123"	"0.029057"	"0.043293"	"0.032564"	"0.042082"	"0.043686"	"0.028958"	"0.025295"	"0.0286"	"0.033283"	"0.058022"	"0.037816"	"0.032449"	"0.030084"	"0.031075"	"0.040226"	"0.033169"	"0.030726"	"0.036853"	"0.035633"	"0.045631"	"0.041148"	"0.039191"	"0.037942"	"0.038496"	"0.034018"	"0.035209"	"0.039696"	"0.045081"	"0.036604"	"0.037961"	"0.031316"	"0.034326"	"0.04192"	"0.039806"	"0.043504"	"0.03876"	"0.037771"	"0.042093"	"0.03858"	"0.046738"	"0.034385"	"0.040185"	"0.033533"	"0.024586"	"0.040688"	"0.034499"	"0.04599"	"0.027655"	"0.033717"	"0.021949"	"0.032522"	"0.031988"	"0.040837"	"0.041742"	"0.030483"	"0.028837"	"0.03807"	"0.034745"	"0.036791"	"0.02038"	"0.034172"	"0.052323"	"0.055279"	"0.048744"	"0.055695"	"0.047278"	"0.045582"	"0.035585"	"0.038281"	"0.046942"	"0.032407"	"0.031232"	"0.03243"	"0.035731"	"0.040339"
""	""	""	""	""	"[0.81 .. 0.83]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.058921"	"0.055051"	"0.06295"	"0.045662"	"0.052929"	"0.049237"	"0.047739"	"0.06253"	"0.044836"	"0.019539"	"0.072806"	"0.072031"	"0.050273"	"0.050783"	"0.060903"	"0.044424"	"0.050501"	"0.054797"	"0.046861"	"0.051641"	"0.058494"	"0.03904"	"0.037299"	"0.049725"	"0.062756"	"0.069646"	"0.052889"	"0.052393"	"0.065868"	"0.088385"	"0.14977"	"0.04826"	"0.041133"	"0.023725"	"0.043342"	"0.051456"	"0.05754"	"0.076605"	"0.05436"	"0.043984"	"0.047967"	"0.048959"	"0.055181"	"0.04919"	"0.062432"	"0.04574"	"0.044164"	"0.054819"	"0.075357"	"0.12544"	"0.09266"	"0.08718"	"0.047903"	"0.050643"	"0.1357"	"0.055056"	"0.046683"	"0.046797"	"0.046197"	"0.046572"	"0.061586"	"0.061112"	"0.03877"	"0.041307"	"0.037946"	"0.043885"	"0.048067"	"0.05478"	"0.058691"	"0.039902"	"0.043864"	"0.047583"	"0.040413"	"0.03945"	"0.045399"	"0.063596"	"0.051579"	"0.047292"	"0.051257"	"0.049089"	"0.046734"	"0.040439"	"0.066793"	"0.051174"	"0.056575"	"0.048281"	"0.046071"	"0.042756"	"0.045009"	"0.056249"	"0.05672"	"0.058726"	"0.054941"	"0.050506"	"0.048001"	"0.054868"	"0.087675"	"0.046479"	"0.056819"	"0.045562"	"0.036681"	"0.049008"	"0.051949"	"0.07415"	"0.036683"	"0.038972"	"0.038572"	"0.047085"	"0.041628"	"0.046916"	"0.056536"	"0.047232"	"0.037829"	"0.051061"	"0.054583"	"0.054676"	"0.03357"	"0.059616"	"0.069668"	"0.072014"	"0.066236"	"0.072883"	"0.063432"	"0.059832"	"0.074858"	"0.05844"	"0.069789"	"0.053148"	"0.041312"	"0.047422"	"0.048462"	"0.062276"
""	""	""	""	""	"[0.83 .. 0.85]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.10182"	"0.099204"	"0.1049"	"0.085677"	"0.10089"	"0.09885"	"0.10648"	"0.093967"	"0.077662"	"0.061501"	"0.099565"	"0.10705"	"0.072478"	"0.11343"	"0.12244"	"0.081909"	"0.07326"	"0.10645"	"0.075975"	"0.071272"	"0.086395"	"0.068918"	"0.074158"	"0.076497"	"0.12048"	"0.11294"	"0.090246"	"0.079482"	"0.096464"	"0.14766"	"0.16333"	"0.083099"	"0.088186"	"0.045967"	"0.084408"	"0.078259"	"0.081977"	"0.11626"	"0.088149"	"0.066983"	"0.075549"	"0.075258"	"0.085836"	"0.09577"	"0.093734"	"0.069595"	"0.078745"	"0.079387"	"0.12047"	"0.16243"	"0.12737"	"0.095181"	"0.088898"	"0.088951"	"0.15721"	"0.088011"	"0.079037"	"0.085825"	"0.084354"	"0.076441"	"0.080675"	"0.092929"	"0.062078"	"0.058215"	"0.064465"	"0.076629"	"0.071409"	"0.07547"	"0.08183"	"0.0693"	"0.090557"	"0.083686"	"0.073957"	"0.079214"	"0.081514"	"0.104"	"0.093113"	"0.090401"	"0.10062"	"0.10722"	"0.10499"	"0.087449"	"0.097125"	"0.087199"	"0.092355"	"0.085134"	"0.071797"	"0.06636"	"0.072158"	"0.09467"	"0.10601"	"0.10762"	"0.096596"	"0.10459"	"0.096311"	"0.10348"	"0.11347"	"0.077963"	"0.084862"	"0.083577"	"0.059365"	"0.087721"	"0.085119"	"0.10127"	"0.063895"	"0.077312"	"0.076891"	"0.068693"	"0.067943"	"0.08008"	"0.08779"	"0.078915"	"0.078475"	"0.08845"	"0.0864"	"0.09276"	"0.069139"	"0.10419"	"0.11426"	"0.12399"	"0.11561"	"0.12096"	"0.11272"	"0.11336"	"0.086934"	"0.12162"	"0.12061"	"0.089269"	"0.063995"	"0.075483"	"0.08093"	"0.090326"
